source_file,site_id,original_rows,standardized_rows_before_continuous_index,final_rows_after_continuous_index,detected_timestamp_column,detected_load_column,timestamp_min,timestamp_max,duplicate_timestamps_count,missing_hours_count,missing_hours_percentage,negative_load_values_corrected,min_load_kw,max_load_kw,mean_load_kw,zero_load_hours_count,notes
Arroyo_Garage_01_hourly_total.csv,Arroyo_Garage_01,2409,2409,4038,timestamp,Power (kW),2020-06-18 00:00:00+00:00,2020-12-03 05:00:00+00:00,0,1629,40.3418,0,0.0,177.4121786309578,23.45718014944864,2020,none
California_Garage_01_hourly_total.csv,California_Garage_01,16735,16735,22512,timestamp,Power (kW),2018-05-10 04:00:00+00:00,2020-12-03 03:00:00+00:00,0,5777,25.6619,0,0.0,233.57571077080087,14.209906550739953,8879,none
California_Garage_02_hourly_total.csv,California_Garage_02,15035,15035,17713,Unnamed: 0,0,2018-11-26 01:00:00+00:00,2020-12-03 01:00:00+00:00,0,2678,15.1188,0,0.0,206.32919292080408,13.632450776374686,6005,standardized columns from Unnamed: 0/0
N_Wilson_Garage_01_hourly_total.csv,N_Wilson_Garage_01,7602,7602,8816,timestamp,Power (kW),2019-12-03 19:00:00+00:00,2020-12-05 02:00:00+00:00,0,1214,13.7704,0,0.0,1606.9177187074972,15.572227697669822,3438,none
Parking_Lot_01_hourly_total.csv,Parking_Lot_01,4410,4410,14817,timestamp,Power (kW),2019-03-25 16:00:00+00:00,2020-12-02 00:00:00+00:00,0,10407,70.2369,0,0.0,41.00999096223008,1.752055182894431,11008,none
S_Wilson_Garage_01_hourly_total.csv,S_Wilson_Garage_01,8761,8761,14722,timestamp,Power (kW),2019-03-30 14:00:00+00:00,2020-12-02 23:00:00+00:00,0,5961,40.4904,0,0.0,24.655110361327583,2.6373112490895876,8607,none
