site_id,peak_load_kw,peak_timestamp,mean_load_kw,peak_to_mean_ratio
Arroyo_Garage_01,177.4121786309578,2020-09-03 17:00:00+00:00,23.45718014944864,7.563235542407167
California_Garage_01,233.57571077080087,2020-10-09 23:00:00+00:00,14.209906550739953,16.4375261678718
California_Garage_02,206.32919292080408,2020-11-01 01:00:00+00:00,13.632450776374686,15.135150407319038
N_Wilson_Garage_01,1606.9177187074972,2020-08-25 19:00:00+00:00,15.572227697669822,103.19125496398638
Parking_Lot_01,41.00999096223008,2020-01-06 19:00:00+00:00,1.752055182894431,23.406791842298443
S_Wilson_Garage_01,24.655110361327583,2019-07-15 19:00:00+00:00,2.6373112490895876,9.348578166433198
