model_name,split,MAE,RMSE,R2,MBE,underestimation_rate,overestimation_rate,peak_MAE,high_peak_MAE,peak_RMSE,high_peak_RMSE,peak_underestimation_rate,high_peak_underestimation_rate,peak_bias,high_peak_bias,peak_overestimation_rate,high_peak_overestimation_rate,top_10_percent_actual_peak_MAE,top_5_percent_actual_peak_MAE,actual_max_load_kw,predicted_load_at_actual_max_kw,actual_max_underprediction_kw,row_count,peak_row_count,high_peak_row_count,strategy,training_time_seconds,status
ExtraTrees_weighted,validation,4.087384025537309,22.700937441149026,0.3325326920202838,0.8253279158487334,13.096102638586299,42.09634471072379,23.303910624847518,37.873799519332294,91.22946902078749,132.13158959245263,69.23076923076923,83.0246913580247,-18.299629903021167,-35.40809054638822,30.76923076923077,16.97530864197531,19.61102409075549,26.770217680159803,1606.9177187074972,68.00302558190941,1538.9146931255877,12393,689,324,weighted_all_train,65.52321910858154,success
GBR_weighted,validation,4.858226994324126,23.392621205875706,0.29123837985816303,1.81641402029102,13.338174776083273,56.31404825304608,23.528387372666977,36.05572788993234,91.73886616726708,132.1648023547232,63.42525399129173,75.61728395061729,-12.738696810108218,-28.41055384023513,36.574746008708274,24.382716049382715,21.7541049934509,27.43038035599631,1606.9177187074972,64.90528941425173,1542.0124292932455,12393,689,324,weighted_all_train,186.08968329429626,success
LGBM_weighted,validation,4.3647714178073045,22.988996053838385,0.31548585511451077,0.9207057275427125,15.153715807310578,50.14120874687323,24.127480941798996,37.969433702256225,91.44826320316068,132.1665461899542,68.3599419448476,83.64197530864197,-16.83494200056206,-33.91257116225852,31.64005805515239,16.358024691358025,21.114941941434587,27.994169053125418,1606.9177187074972,70.28241362875183,1536.6353050787454,12393,689,324,weighted_all_train,5.033570766448975,success
XGB_weighted,validation,4.527665034121918,23.047661170953113,0.3119878040992543,1.3450293156365856,14.10473654482369,49.818445896877265,22.538799440107347,35.79262599926589,91.01702549409283,131.77690842540167,65.89259796806967,81.79012345679013,-15.555926207283607,-32.622444453399766,34.107402031930334,18.209876543209877,20.633141242084726,26.216467486169133,1606.9177187074972,63.4530143737793,1543.464704333718,12393,689,324,weighted_all_train,7.078807830810547,success
CatBoost_weighted,validation,4.521196625620219,22.989156362382055,0.31547630847332375,1.433238731953616,14.0321149035746,50.802872589364966,22.375404556002813,34.697338077431425,90.70927559971148,131.2285177778391,63.42525399129173,77.46913580246914,-14.115821988718285,-30.506494034737276,36.574746008708274,22.530864197530864,20.70183877774228,26.066585967211648,1606.9177187074972,66.19575021536528,1540.721968492132,12393,689,324,weighted_all_train,8.8386869430542,success
ExtraTrees_peak_subset_2x,validation,4.546381305059722,22.938328610489965,0.3184998502972789,1.7622276280759475,11.498426531106269,44.299201161946264,21.682241681672142,34.62396955776687,90.061699273368,130.42906135232244,64.15094339622641,80.24691358024691,-13.831467824844845,-30.607217828673107,35.84905660377358,19.753086419753085,19.902311898301452,25.205098926647707,1606.9177187074972,71.7631837258605,1535.1545349816367,12393,689,324,peak_subset,20.330594062805176,success
