model_name,split,MAE,RMSE,MAPE,sMAPE,R2,MBE,underestimation_rate,overestimation_rate,peak_MAE,high_peak_MAE,peak_RMSE,high_peak_RMSE,peak_underestimation_rate,high_peak_underestimation_rate,mean_actual_peak_load_kw,mean_predicted_peak_load_kw,peak_bias,high_peak_bias
LGBMRegressor,test,4.350389334647338,10.704025970184436,33755.54863155595,117.48124522571047,0.5389432209018191,0.5320169039364693,21.508672851956433,53.17466720451796,18.99360763155563,28.491233637090044,30.341983475194798,41.53835346454943,85.47904191616766,93.97163120567376,47.31936796835107,30.896374557454653,-16.422993410896414,-25.753552743464418
CatBoostRegressor,test,4.361671087594,10.410988730863577,42459.88076241531,117.5481216768475,0.5638417852356458,0.3898558367306096,21.242436466317063,53.005244050020174,18.99851858359233,28.039203461580772,30.117298561235625,41.25438557257017,83.98203592814372,90.42553191489363,47.31936796835107,30.302319644850563,-17.017048323500504,-26.49780187823812
XGBRegressor,test,4.4386948173297665,10.632458731248175,32786.76879530938,116.31649608768318,0.5450878720966527,0.5277771234381591,21.8233158531666,51.52884227511093,19.07228042414284,28.29891276424008,30.325787419923312,41.63817831584249,84.28143712574851,92.5531914893617,47.31936796835107,30.66935951124408,-16.650008457106985,-25.749614320120873
GradientBoostingRegressor,test,4.454217234163049,10.44925458437387,42857.99563808431,118.57507665515456,0.5606296717691244,0.3554684914554557,22.025010084711578,52.81968535699879,19.635437203668673,28.77490698168678,30.771269085499526,41.96249978027662,86.67664670658682,94.68085106382979,47.31936796835107,29.52051724394733,-17.79885072440374,-27.50263603190488
CatBoostRegressor,validation,3.86982794632989,22.735020659179217,61668.61286278767,119.24711597160457,0.33052691478221397,-0.19482680440832292,18.123134027273462,46.96199467441298,26.277281137417454,41.786362801994265,92.92878374976598,134.31090897013254,80.84179970972424,89.19753086419753,66.51017800151733,43.535803198025896,-22.97437480349144,-40.413995324515845
LGBMRegressor,validation,3.8864472760028264,22.813605517343092,48272.205749258595,120.33579840949764,0.32589077446818293,-0.16813675532910707,17.56636811103042,48.462841926894214,26.981615043579996,43.19626921226297,93.22624097838406,134.71353120678643,81.56748911465893,90.4320987654321,66.51017800151733,43.22722416691235,-23.28295383460498,-41.10088807284814
XGBRegressor,validation,3.9303946200608593,22.798471124572366,59655.40682970972,117.48211175798514,0.32678487686993685,-0.13713170288967907,17.994028887275075,45.69515048817881,26.685413692424262,42.62652653742966,93.08574396826,134.52560795039884,80.84179970972424,90.12345679012346,66.51017800151733,43.338048312418344,-23.172129689098984,-40.68807701009135
GradientBoostingRegressor,validation,4.072964479572466,23.082193089560025,78054.3516455685,120.31392842804154,0.30992458567876646,-0.03989358510338974,18.179617526022753,47.074961671911566,27.836094496058703,43.91807347109161,94.15596922816789,135.60001991467675,80.40638606676342,90.4320987654321,66.51017800151733,44.38363927502588,-22.126538726491457,-39.05592256178021
