scenario_id,horizon_scenario,charger_power_kw,capacity_scenario,forecast_signal_scenario,site_capacity_kw,strategy,sessions_scheduled,sites_scheduled,total_energy_requested_kwh,total_energy_delivered_kwh,unserved_energy_kwh,unserved_energy_percent,sessions_fully_served_percent,peak_load_kw,capacity_violation_hours,capacity_violation_percent,max_capacity_violation_kw,load_std_kw,load_factor,average_delay_hours,peak_reduction_kw_vs_uncontrolled,peak_reduction_percent_vs_uncontrolled
1,original_calendar_aligned,6.6,capacity_p90,eahpa_point,73.01362463386315,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
1,original_calendar_aligned,6.6,capacity_p90,eahpa_point,73.01362463386315,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
1,original_calendar_aligned,6.6,capacity_p90,eahpa_point,73.01362463386315,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334237,0.039955740270817094,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.602054316188564,0.28333861691494805,2.639653410549262,105.98347827010475,47.560768425062626
1,original_calendar_aligned,6.6,capacity_p90,eahpa_point,73.01362463386315,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,338,10.008883624518804,149.82440296674997,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
1,original_calendar_aligned,6.6,capacity_p90,eahpa_point,73.01362463386315,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333431,0.039955740270817185,98.81448957189902,108.48534130043687,78,2.3097423748889545,35.47171666657373,20.778444618391127,0.3156741410347398,2.8672780244764215,114.35268630017625,51.316504427658835
2,original_calendar_aligned,6.6,capacity_p90,prc_peak_sensitive,73.01362463386315,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
2,original_calendar_aligned,6.6,capacity_p90,prc_peak_sensitive,73.01362463386315,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
2,original_calendar_aligned,6.6,capacity_p90,prc_peak_sensitive,73.01362463386315,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334237,0.039955740270817094,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.602054316188564,0.28333861691494805,2.639653410549262,105.98347827010475,47.560768425062626
2,original_calendar_aligned,6.6,capacity_p90,prc_peak_sensitive,73.01362463386315,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,338,10.008883624518804,149.82440296674997,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
2,original_calendar_aligned,6.6,capacity_p90,prc_peak_sensitive,73.01362463386315,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333431,0.039955740270817185,98.81448957189902,108.48534130043687,78,2.3097423748889545,35.47171666657373,20.778444618391127,0.3156741410347398,2.8672780244764215,114.35268630017625,51.316504427658835
3,original_calendar_aligned,6.6,capacity_p90,upper_bound,73.01362463386315,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
3,original_calendar_aligned,6.6,capacity_p90,upper_bound,73.01362463386315,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.835333333334223,0.03995574027081708,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.597127788825645,0.2832531169520487,2.640300230698001,105.98347827010475,47.560768425062626
3,original_calendar_aligned,6.6,capacity_p90,upper_bound,73.01362463386315,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334237,0.039955740270817094,98.81448957189902,116.85454933050836,129,3.819958543085579,43.84092469664522,24.602054316188564,0.28333861691494805,2.639653410549262,105.98347827010475,47.560768425062626
3,original_calendar_aligned,6.6,capacity_p90,upper_bound,73.01362463386315,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,338,10.008883624518804,149.82440296674997,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
3,original_calendar_aligned,6.6,capacity_p90,upper_bound,73.01362463386315,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333431,0.039955740270817185,98.81448957189902,108.48534130043687,78,2.3097423748889545,35.47171666657373,20.778444618391127,0.3156741410347398,2.8672780244764215,114.35268630017625,51.316504427658835
4,original_calendar_aligned,6.6,capacity_p95,eahpa_point,112.21842513944816,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
4,original_calendar_aligned,6.6,capacity_p95,eahpa_point,112.21842513944816,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
4,original_calendar_aligned,6.6,capacity_p95,eahpa_point,112.21842513944816,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334255,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.48532990980354,0.2565549034152522,2.550454815654502,93.23520397444119,41.83989823386171
4,original_calendar_aligned,6.6,capacity_p95,eahpa_point,112.21842513944816,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,169,5.004441812259402,110.61960246116496,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
4,original_calendar_aligned,6.6,capacity_p95,eahpa_point,112.21842513944816,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
5,original_calendar_aligned,6.6,capacity_p95,prc_peak_sensitive,112.21842513944816,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
5,original_calendar_aligned,6.6,capacity_p95,prc_peak_sensitive,112.21842513944816,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
5,original_calendar_aligned,6.6,capacity_p95,prc_peak_sensitive,112.21842513944816,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334255,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.48532990980354,0.2565549034152522,2.550454815654502,93.23520397444119,41.83989823386171
5,original_calendar_aligned,6.6,capacity_p95,prc_peak_sensitive,112.21842513944816,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,169,5.004441812259402,110.61960246116496,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
5,original_calendar_aligned,6.6,capacity_p95,prc_peak_sensitive,112.21842513944816,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
6,original_calendar_aligned,6.6,capacity_p95,upper_bound,112.21842513944816,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
6,original_calendar_aligned,6.6,capacity_p95,upper_bound,112.21842513944816,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333426,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.47357864794522,0.2564452826362762,2.551537054334541,93.23520397444119,41.83989823386171
6,original_calendar_aligned,6.6,capacity_p95,upper_bound,112.21842513944816,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334255,0.039955740270817115,98.81448957189902,129.60282362617193,5,0.14806040864672787,17.384398486723768,27.48532990980354,0.2565549034152522,2.550454815654502,93.23520397444119,41.83989823386171
6,original_calendar_aligned,6.6,capacity_p95,upper_bound,112.21842513944816,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,169,5.004441812259402,110.61960246116496,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
6,original_calendar_aligned,6.6,capacity_p95,upper_bound,112.21842513944816,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
7,original_calendar_aligned,6.6,capacity_p95_plus_10percent,eahpa_point,123.44026765339298,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
7,original_calendar_aligned,6.6,capacity_p95_plus_10percent,eahpa_point,123.44026765339298,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
7,original_calendar_aligned,6.6,capacity_p95_plus_10percent,eahpa_point,123.44026765339298,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.72364002196553,0.25567906672527657,2.5435858095325017,92.73261244693359,41.61435704911904
7,original_calendar_aligned,6.6,capacity_p95_plus_10percent,eahpa_point,123.44026765339298,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,137,4.056855196920344,99.39775994722014,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
7,original_calendar_aligned,6.6,capacity_p95_plus_10percent,eahpa_point,123.44026765339298,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
8,original_calendar_aligned,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,123.44026765339298,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
8,original_calendar_aligned,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,123.44026765339298,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
8,original_calendar_aligned,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,123.44026765339298,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.72364002196553,0.25567906672527657,2.5435858095325017,92.73261244693359,41.61435704911904
8,original_calendar_aligned,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,123.44026765339298,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,137,4.056855196920344,99.39775994722014,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
8,original_calendar_aligned,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,123.44026765339298,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
9,original_calendar_aligned,6.6,capacity_p95_plus_10percent,upper_bound,123.44026765339298,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
9,original_calendar_aligned,6.6,capacity_p95_plus_10percent,upper_bound,123.44026765339298,point_forecast,9110,1,79676.49483542707,79644.65950209375,31.83533333333425,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.711997501211417,0.25556986940657456,2.544668048212541,92.73261244693359,41.61435704911904
9,original_calendar_aligned,6.6,capacity_p95_plus_10percent,upper_bound,123.44026765339298,uncertainty_aware,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,130.10541515367953,5,0.14806040864672787,6.665147500286551,27.72364002196553,0.25567906672527657,2.5435858095325017,92.73261244693359,41.61435704911904
9,original_calendar_aligned,6.6,capacity_p95_plus_10percent,upper_bound,123.44026765339298,uncontrolled,9110,1,79676.49483542707,79644.65950209375,31.835333333334248,0.03995574027081711,98.81448957189902,222.83802760061312,137,4.056855196920344,99.39775994722014,34.11591533239056,0.1490267749373955,0.16378837130530452,0.0,0.0
9,original_calendar_aligned,6.6,capacity_p95_plus_10percent,upper_bound,123.44026765339298,valley_filling,9110,1,79676.49483542707,79644.65950209375,31.83533333333432,0.0399557402708172,98.81448957189902,108.48534130043687,0,0.0,0.0,20.777668402732463,0.31566545748317226,2.8676836990219297,114.35268630017625,51.316504427658835
10,original_calendar_aligned,6.6,capacity_historical_peak,eahpa_point,222.83802760061312,peak_sensitive,9110,1,79676.49483542707,79644.65950209375,31.835333333334244,0.0399557402708171,98.81448957189902,165.8111420013892,0,0.0,0.0,27.970708654814924,0.20051482569072177,2.5425368154689725,57.02688559922393,25.59118217534745
