scenario_id,horizon_scenario,charger_power_kw,capacity_scenario,forecast_signal_scenario,comparison_strategy,peak_reduction_difference,capacity_violation_difference,unserved_energy_difference,energy_delivery_difference,uncertainty_aware_best_for_capacity_risk,uncertainty_aware_best_for_peak_reduction,uncertainty_aware_safer_but_more_conservative
47,shorter_high_confidence,6.6,capacity_p90,prc_peak_sensitive,uncontrolled,51.76799716326035,-51,-8.326672684688674e-17,0.0,False,False,False
47,shorter_high_confidence,6.6,capacity_p90,prc_peak_sensitive,valley_filling,-2.8021449891744794,4,2.7755575615628914e-17,0.0,False,False,False
48,shorter_high_confidence,6.6,capacity_p90,upper_bound,peak_sensitive,0.0,0,8.326672684688674e-17,0.0,False,False,False
48,shorter_high_confidence,6.6,capacity_p90,upper_bound,point_forecast,0.0,0,8.326672684688674e-17,0.0,False,False,False
48,shorter_high_confidence,6.6,capacity_p90,upper_bound,uncontrolled,51.76799716326035,-51,-8.326672684688674e-17,0.0,False,False,False
48,shorter_high_confidence,6.6,capacity_p90,upper_bound,valley_filling,-2.8021449891744794,4,2.7755575615628914e-17,0.0,False,False,False
49,shorter_high_confidence,6.6,capacity_p95,eahpa_point,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
49,shorter_high_confidence,6.6,capacity_p95,eahpa_point,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
49,shorter_high_confidence,6.6,capacity_p95,eahpa_point,uncontrolled,36.170494604396225,-34,0.0,0.0,True,False,False
49,shorter_high_confidence,6.6,capacity_p95,eahpa_point,valley_filling,-18.123246105490537,0,1.6653345369377348e-16,0.0,True,False,True
50,shorter_high_confidence,6.6,capacity_p95,prc_peak_sensitive,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
50,shorter_high_confidence,6.6,capacity_p95,prc_peak_sensitive,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
50,shorter_high_confidence,6.6,capacity_p95,prc_peak_sensitive,uncontrolled,36.170494604396225,-34,0.0,0.0,True,False,False
50,shorter_high_confidence,6.6,capacity_p95,prc_peak_sensitive,valley_filling,-18.123246105490537,0,1.6653345369377348e-16,0.0,True,False,True
51,shorter_high_confidence,6.6,capacity_p95,upper_bound,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
51,shorter_high_confidence,6.6,capacity_p95,upper_bound,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
51,shorter_high_confidence,6.6,capacity_p95,upper_bound,uncontrolled,36.170494604396225,-34,0.0,0.0,True,False,False
51,shorter_high_confidence,6.6,capacity_p95,upper_bound,valley_filling,-18.123246105490537,0,1.6653345369377348e-16,0.0,True,False,True
52,shorter_high_confidence,6.6,capacity_p95_plus_10percent,eahpa_point,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
52,shorter_high_confidence,6.6,capacity_p95_plus_10percent,eahpa_point,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
52,shorter_high_confidence,6.6,capacity_p95_plus_10percent,eahpa_point,uncontrolled,29.787544064835835,-26,0.0,0.0,True,False,False
52,shorter_high_confidence,6.6,capacity_p95_plus_10percent,eahpa_point,valley_filling,-24.506196645050927,0,1.6653345369377348e-16,0.0,True,False,True
53,shorter_high_confidence,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
53,shorter_high_confidence,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
53,shorter_high_confidence,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,uncontrolled,29.787544064835835,-26,0.0,0.0,True,False,False
53,shorter_high_confidence,6.6,capacity_p95_plus_10percent,prc_peak_sensitive,valley_filling,-24.506196645050927,0,1.6653345369377348e-16,0.0,True,False,True
54,shorter_high_confidence,6.6,capacity_p95_plus_10percent,upper_bound,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
54,shorter_high_confidence,6.6,capacity_p95_plus_10percent,upper_bound,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
54,shorter_high_confidence,6.6,capacity_p95_plus_10percent,upper_bound,uncontrolled,29.787544064835835,-26,0.0,0.0,True,False,False
54,shorter_high_confidence,6.6,capacity_p95_plus_10percent,upper_bound,valley_filling,-24.506196645050927,0,1.6653345369377348e-16,0.0,True,False,True
55,shorter_high_confidence,6.6,capacity_historical_peak,eahpa_point,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
55,shorter_high_confidence,6.6,capacity_historical_peak,eahpa_point,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
55,shorter_high_confidence,6.6,capacity_historical_peak,eahpa_point,uncontrolled,24.177779477582064,0,0.0,0.0,True,False,False
55,shorter_high_confidence,6.6,capacity_historical_peak,eahpa_point,valley_filling,-30.1159612323047,0,1.6653345369377348e-16,0.0,True,False,True
56,shorter_high_confidence,6.6,capacity_historical_peak,prc_peak_sensitive,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
56,shorter_high_confidence,6.6,capacity_historical_peak,prc_peak_sensitive,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
56,shorter_high_confidence,6.6,capacity_historical_peak,prc_peak_sensitive,uncontrolled,24.177779477582064,0,0.0,0.0,True,False,False
56,shorter_high_confidence,6.6,capacity_historical_peak,prc_peak_sensitive,valley_filling,-30.1159612323047,0,1.6653345369377348e-16,0.0,True,False,True
57,shorter_high_confidence,6.6,capacity_historical_peak,upper_bound,peak_sensitive,0.0,0,2.7755575615628914e-17,0.0,True,False,False
57,shorter_high_confidence,6.6,capacity_historical_peak,upper_bound,point_forecast,0.0,0,2.7755575615628914e-17,0.0,True,False,False
57,shorter_high_confidence,6.6,capacity_historical_peak,upper_bound,uncontrolled,24.177779477582064,0,0.0,0.0,True,False,False
57,shorter_high_confidence,6.6,capacity_historical_peak,upper_bound,valley_filling,-30.1159612323047,0,1.6653345369377348e-16,0.0,True,False,True
58,shorter_high_confidence,6.6,capacity_mean_plus_2std,eahpa_point,peak_sensitive,0.0,0,5.551115123125783e-17,0.0,True,False,False
58,shorter_high_confidence,6.6,capacity_mean_plus_2std,eahpa_point,point_forecast,0.0,0,5.551115123125783e-17,0.0,True,False,False
58,shorter_high_confidence,6.6,capacity_mean_plus_2std,eahpa_point,uncontrolled,43.85122919324032,-41,0.0,0.0,True,False,False
58,shorter_high_confidence,6.6,capacity_mean_plus_2std,eahpa_point,valley_filling,-10.44251151664644,0,1.6653345369377348e-16,0.0,True,False,True
59,shorter_high_confidence,6.6,capacity_mean_plus_2std,prc_peak_sensitive,peak_sensitive,0.0,0,5.551115123125783e-17,0.0,True,False,False
59,shorter_high_confidence,6.6,capacity_mean_plus_2std,prc_peak_sensitive,point_forecast,0.0,0,5.551115123125783e-17,0.0,True,False,False
59,shorter_high_confidence,6.6,capacity_mean_plus_2std,prc_peak_sensitive,uncontrolled,43.85122919324032,-41,0.0,0.0,True,False,False
59,shorter_high_confidence,6.6,capacity_mean_plus_2std,prc_peak_sensitive,valley_filling,-10.44251151664644,0,1.6653345369377348e-16,0.0,True,False,True
60,shorter_high_confidence,6.6,capacity_mean_plus_2std,upper_bound,peak_sensitive,0.0,0,5.551115123125783e-17,0.0,True,False,False
60,shorter_high_confidence,6.6,capacity_mean_plus_2std,upper_bound,point_forecast,0.0,0,5.551115123125783e-17,0.0,True,False,False
60,shorter_high_confidence,6.6,capacity_mean_plus_2std,upper_bound,uncontrolled,43.85122919324032,-41,0.0,0.0,True,False,False
60,shorter_high_confidence,6.6,capacity_mean_plus_2std,upper_bound,valley_filling,-10.44251151664644,0,1.6653345369377348e-16,0.0,True,False,True
61,shorter_high_confidence,7.2,capacity_p90,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,False,False,False
61,shorter_high_confidence,7.2,capacity_p90,eahpa_point,point_forecast,0.0,0,0.0,0.0,False,False,False
61,shorter_high_confidence,7.2,capacity_p90,eahpa_point,uncontrolled,53.72361529175486,-53,5.551115123125783e-17,-1.8189894035458565e-12,False,False,False
61,shorter_high_confidence,7.2,capacity_p90,eahpa_point,valley_filling,-4.841982262291268,6,1.249000902703301e-16,-1.8189894035458565e-12,False,False,False
62,shorter_high_confidence,7.2,capacity_p90,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,False,False,False
62,shorter_high_confidence,7.2,capacity_p90,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,False,False,False
62,shorter_high_confidence,7.2,capacity_p90,prc_peak_sensitive,uncontrolled,53.72361529175486,-53,5.551115123125783e-17,-1.8189894035458565e-12,False,False,False
62,shorter_high_confidence,7.2,capacity_p90,prc_peak_sensitive,valley_filling,-4.841982262291268,6,1.249000902703301e-16,-1.8189894035458565e-12,False,False,False
63,shorter_high_confidence,7.2,capacity_p90,upper_bound,peak_sensitive,0.0,0,0.0,0.0,False,False,False
63,shorter_high_confidence,7.2,capacity_p90,upper_bound,point_forecast,0.0,0,0.0,0.0,False,False,False
63,shorter_high_confidence,7.2,capacity_p90,upper_bound,uncontrolled,53.72361529175486,-53,5.551115123125783e-17,-1.8189894035458565e-12,False,False,False
63,shorter_high_confidence,7.2,capacity_p90,upper_bound,valley_filling,-4.841982262291268,6,1.249000902703301e-16,-1.8189894035458565e-12,False,False,False
64,shorter_high_confidence,7.2,capacity_p95,eahpa_point,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
64,shorter_high_confidence,7.2,capacity_p95,eahpa_point,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
64,shorter_high_confidence,7.2,capacity_p95,eahpa_point,uncontrolled,36.29619254710793,-34,2.7755575615628914e-17,0.0,True,False,False
64,shorter_high_confidence,7.2,capacity_p95,eahpa_point,valley_filling,-21.33300376811294,0,9.71445146547012e-17,0.0,True,False,True
65,shorter_high_confidence,7.2,capacity_p95,prc_peak_sensitive,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
65,shorter_high_confidence,7.2,capacity_p95,prc_peak_sensitive,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
65,shorter_high_confidence,7.2,capacity_p95,prc_peak_sensitive,uncontrolled,36.29619254710793,-34,2.7755575615628914e-17,0.0,True,False,False
65,shorter_high_confidence,7.2,capacity_p95,prc_peak_sensitive,valley_filling,-21.33300376811294,0,9.71445146547012e-17,0.0,True,False,True
66,shorter_high_confidence,7.2,capacity_p95,upper_bound,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
66,shorter_high_confidence,7.2,capacity_p95,upper_bound,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
66,shorter_high_confidence,7.2,capacity_p95,upper_bound,uncontrolled,36.29619254710793,-34,2.7755575615628914e-17,0.0,True,False,False
66,shorter_high_confidence,7.2,capacity_p95,upper_bound,valley_filling,-21.33300376811294,0,9.71445146547012e-17,0.0,True,False,True
67,shorter_high_confidence,7.2,capacity_p95_plus_10percent,eahpa_point,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
67,shorter_high_confidence,7.2,capacity_p95_plus_10percent,eahpa_point,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
67,shorter_high_confidence,7.2,capacity_p95_plus_10percent,eahpa_point,uncontrolled,29.92581180181871,-26,2.7755575615628914e-17,0.0,True,False,False
67,shorter_high_confidence,7.2,capacity_p95_plus_10percent,eahpa_point,valley_filling,-27.703384513402156,0,9.71445146547012e-17,0.0,True,False,True
68,shorter_high_confidence,7.2,capacity_p95_plus_10percent,prc_peak_sensitive,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
68,shorter_high_confidence,7.2,capacity_p95_plus_10percent,prc_peak_sensitive,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
68,shorter_high_confidence,7.2,capacity_p95_plus_10percent,prc_peak_sensitive,uncontrolled,29.92581180181871,-26,2.7755575615628914e-17,0.0,True,False,False
68,shorter_high_confidence,7.2,capacity_p95_plus_10percent,prc_peak_sensitive,valley_filling,-27.703384513402156,0,9.71445146547012e-17,0.0,True,False,True
69,shorter_high_confidence,7.2,capacity_p95_plus_10percent,upper_bound,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
69,shorter_high_confidence,7.2,capacity_p95_plus_10percent,upper_bound,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
69,shorter_high_confidence,7.2,capacity_p95_plus_10percent,upper_bound,uncontrolled,29.92581180181871,-26,2.7755575615628914e-17,0.0,True,False,False
69,shorter_high_confidence,7.2,capacity_p95_plus_10percent,upper_bound,valley_filling,-27.703384513402156,0,9.71445146547012e-17,0.0,True,False,True
70,shorter_high_confidence,7.2,capacity_historical_peak,eahpa_point,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
70,shorter_high_confidence,7.2,capacity_historical_peak,eahpa_point,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
70,shorter_high_confidence,7.2,capacity_historical_peak,eahpa_point,uncontrolled,24.24510606110384,0,2.7755575615628914e-17,0.0,True,False,False
70,shorter_high_confidence,7.2,capacity_historical_peak,eahpa_point,valley_filling,-33.38409025411703,0,9.71445146547012e-17,0.0,True,False,True
71,shorter_high_confidence,7.2,capacity_historical_peak,prc_peak_sensitive,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
71,shorter_high_confidence,7.2,capacity_historical_peak,prc_peak_sensitive,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
71,shorter_high_confidence,7.2,capacity_historical_peak,prc_peak_sensitive,uncontrolled,24.24510606110384,0,2.7755575615628914e-17,0.0,True,False,False
71,shorter_high_confidence,7.2,capacity_historical_peak,prc_peak_sensitive,valley_filling,-33.38409025411703,0,9.71445146547012e-17,0.0,True,False,True
72,shorter_high_confidence,7.2,capacity_historical_peak,upper_bound,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
72,shorter_high_confidence,7.2,capacity_historical_peak,upper_bound,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
72,shorter_high_confidence,7.2,capacity_historical_peak,upper_bound,uncontrolled,24.24510606110384,0,2.7755575615628914e-17,0.0,True,False,False
72,shorter_high_confidence,7.2,capacity_historical_peak,upper_bound,valley_filling,-33.38409025411703,0,9.71445146547012e-17,0.0,True,False,True
73,shorter_high_confidence,7.2,capacity_mean_plus_2std,eahpa_point,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
73,shorter_high_confidence,7.2,capacity_mean_plus_2std,eahpa_point,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
73,shorter_high_confidence,7.2,capacity_mean_plus_2std,eahpa_point,uncontrolled,43.797776782679065,-40,2.7755575615628914e-17,0.0,True,False,False
73,shorter_high_confidence,7.2,capacity_mean_plus_2std,eahpa_point,valley_filling,-13.831419532541801,0,9.71445146547012e-17,0.0,True,False,True
74,shorter_high_confidence,7.2,capacity_mean_plus_2std,prc_peak_sensitive,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
74,shorter_high_confidence,7.2,capacity_mean_plus_2std,prc_peak_sensitive,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
74,shorter_high_confidence,7.2,capacity_mean_plus_2std,prc_peak_sensitive,uncontrolled,43.797776782679065,-40,2.7755575615628914e-17,0.0,True,False,False
74,shorter_high_confidence,7.2,capacity_mean_plus_2std,prc_peak_sensitive,valley_filling,-13.831419532541801,0,9.71445146547012e-17,0.0,True,False,True
75,shorter_high_confidence,7.2,capacity_mean_plus_2std,upper_bound,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,True,False,False
75,shorter_high_confidence,7.2,capacity_mean_plus_2std,upper_bound,point_forecast,0.0,0,1.3877787807814457e-17,0.0,True,False,False
75,shorter_high_confidence,7.2,capacity_mean_plus_2std,upper_bound,uncontrolled,43.797776782679065,-40,2.7755575615628914e-17,0.0,True,False,False
75,shorter_high_confidence,7.2,capacity_mean_plus_2std,upper_bound,valley_filling,-13.831419532541801,0,9.71445146547012e-17,0.0,True,False,True
76,shorter_high_confidence,11.0,capacity_p90,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,False,False,False
76,shorter_high_confidence,11.0,capacity_p90,eahpa_point,point_forecast,0.0,0,0.0,0.0,False,False,False
76,shorter_high_confidence,11.0,capacity_p90,eahpa_point,uncontrolled,59.95519986056308,-57,-8.326672684688674e-17,0.0,False,False,False
76,shorter_high_confidence,11.0,capacity_p90,eahpa_point,valley_filling,-6.7975390410552095,11,-9.71445146547012e-17,0.0,False,False,False
77,shorter_high_confidence,11.0,capacity_p90,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,False,False,False
77,shorter_high_confidence,11.0,capacity_p90,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,False,False,False
77,shorter_high_confidence,11.0,capacity_p90,prc_peak_sensitive,uncontrolled,59.95519986056308,-57,-8.326672684688674e-17,0.0,False,False,False
77,shorter_high_confidence,11.0,capacity_p90,prc_peak_sensitive,valley_filling,-6.7975390410552095,11,-9.71445146547012e-17,0.0,False,False,False
78,shorter_high_confidence,11.0,capacity_p90,upper_bound,peak_sensitive,0.0,0,0.0,0.0,False,False,False
78,shorter_high_confidence,11.0,capacity_p90,upper_bound,point_forecast,0.0,0,0.0,0.0,False,False,False
78,shorter_high_confidence,11.0,capacity_p90,upper_bound,uncontrolled,59.95519986056308,-57,-8.326672684688674e-17,0.0,False,False,False
78,shorter_high_confidence,11.0,capacity_p90,upper_bound,valley_filling,-6.7975390410552095,11,-9.71445146547012e-17,0.0,False,False,False
79,shorter_high_confidence,11.0,capacity_p95,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,True,False,False
79,shorter_high_confidence,11.0,capacity_p95,eahpa_point,point_forecast,0.0,0,0.0,0.0,True,False,False
79,shorter_high_confidence,11.0,capacity_p95,eahpa_point,uncontrolled,44.30916224247339,-34,-8.326672684688674e-17,0.0,True,False,False
79,shorter_high_confidence,11.0,capacity_p95,eahpa_point,valley_filling,-22.443576659144895,0,-9.71445146547012e-17,0.0,True,False,True
80,shorter_high_confidence,11.0,capacity_p95,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,True,False,False
80,shorter_high_confidence,11.0,capacity_p95,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,True,False,False
80,shorter_high_confidence,11.0,capacity_p95,prc_peak_sensitive,uncontrolled,44.30916224247339,-34,-8.326672684688674e-17,0.0,True,False,False
80,shorter_high_confidence,11.0,capacity_p95,prc_peak_sensitive,valley_filling,-22.443576659144895,0,-9.71445146547012e-17,0.0,True,False,True
81,shorter_high_confidence,11.0,capacity_p95,upper_bound,peak_sensitive,0.0,0,0.0,0.0,True,False,False
81,shorter_high_confidence,11.0,capacity_p95,upper_bound,point_forecast,0.0,0,0.0,0.0,True,False,False
81,shorter_high_confidence,11.0,capacity_p95,upper_bound,uncontrolled,44.30916224247339,-34,-8.326672684688674e-17,0.0,True,False,False
81,shorter_high_confidence,11.0,capacity_p95,upper_bound,valley_filling,-22.443576659144895,0,-9.71445146547012e-17,0.0,True,False,True
82,shorter_high_confidence,11.0,capacity_p95_plus_10percent,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,True,False,False
82,shorter_high_confidence,11.0,capacity_p95_plus_10percent,eahpa_point,point_forecast,0.0,0,0.0,0.0,True,False,False
82,shorter_high_confidence,11.0,capacity_p95_plus_10percent,eahpa_point,uncontrolled,38.740078466720725,-29,-8.326672684688674e-17,0.0,True,False,False
82,shorter_high_confidence,11.0,capacity_p95_plus_10percent,eahpa_point,valley_filling,-28.012660434897562,0,-9.71445146547012e-17,0.0,True,False,True
83,shorter_high_confidence,11.0,capacity_p95_plus_10percent,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,True,False,False
83,shorter_high_confidence,11.0,capacity_p95_plus_10percent,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,True,False,False
83,shorter_high_confidence,11.0,capacity_p95_plus_10percent,prc_peak_sensitive,uncontrolled,38.740078466720725,-29,-8.326672684688674e-17,0.0,True,False,False
83,shorter_high_confidence,11.0,capacity_p95_plus_10percent,prc_peak_sensitive,valley_filling,-28.012660434897562,0,-9.71445146547012e-17,0.0,True,False,True
84,shorter_high_confidence,11.0,capacity_p95_plus_10percent,upper_bound,peak_sensitive,0.0,0,0.0,0.0,True,False,False
84,shorter_high_confidence,11.0,capacity_p95_plus_10percent,upper_bound,point_forecast,0.0,0,0.0,0.0,True,False,False
84,shorter_high_confidence,11.0,capacity_p95_plus_10percent,upper_bound,uncontrolled,38.740078466720725,-29,-8.326672684688674e-17,0.0,True,False,False
84,shorter_high_confidence,11.0,capacity_p95_plus_10percent,upper_bound,valley_filling,-28.012660434897562,0,-9.71445146547012e-17,0.0,True,False,True
85,shorter_high_confidence,11.0,capacity_historical_peak,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,True,False,False
85,shorter_high_confidence,11.0,capacity_historical_peak,eahpa_point,point_forecast,0.0,0,0.0,0.0,True,False,False
85,shorter_high_confidence,11.0,capacity_historical_peak,eahpa_point,uncontrolled,33.74717730127743,0,-8.326672684688674e-17,0.0,True,False,False
85,shorter_high_confidence,11.0,capacity_historical_peak,eahpa_point,valley_filling,-33.005561600340855,0,-9.71445146547012e-17,0.0,True,False,True
86,shorter_high_confidence,11.0,capacity_historical_peak,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,True,False,False
86,shorter_high_confidence,11.0,capacity_historical_peak,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,True,False,False
86,shorter_high_confidence,11.0,capacity_historical_peak,prc_peak_sensitive,uncontrolled,33.74717730127743,0,-8.326672684688674e-17,0.0,True,False,False
86,shorter_high_confidence,11.0,capacity_historical_peak,prc_peak_sensitive,valley_filling,-33.005561600340855,0,-9.71445146547012e-17,0.0,True,False,True
87,shorter_high_confidence,11.0,capacity_historical_peak,upper_bound,peak_sensitive,0.0,0,0.0,0.0,True,False,False
87,shorter_high_confidence,11.0,capacity_historical_peak,upper_bound,point_forecast,0.0,0,0.0,0.0,True,False,False
87,shorter_high_confidence,11.0,capacity_historical_peak,upper_bound,uncontrolled,33.74717730127743,0,-8.326672684688674e-17,0.0,True,False,False
87,shorter_high_confidence,11.0,capacity_historical_peak,upper_bound,valley_filling,-33.005561600340855,0,-9.71445146547012e-17,0.0,True,False,True
88,shorter_high_confidence,11.0,capacity_mean_plus_2std,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,True,False,False
88,shorter_high_confidence,11.0,capacity_mean_plus_2std,eahpa_point,point_forecast,0.0,0,0.0,0.0,True,False,False
88,shorter_high_confidence,11.0,capacity_mean_plus_2std,eahpa_point,uncontrolled,47.31673895552785,-38,-8.326672684688674e-17,0.0,True,False,False
88,shorter_high_confidence,11.0,capacity_mean_plus_2std,eahpa_point,valley_filling,-19.435999946090433,0,-9.71445146547012e-17,0.0,True,False,True
89,shorter_high_confidence,11.0,capacity_mean_plus_2std,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,True,False,False
89,shorter_high_confidence,11.0,capacity_mean_plus_2std,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,True,False,False
89,shorter_high_confidence,11.0,capacity_mean_plus_2std,prc_peak_sensitive,uncontrolled,47.31673895552785,-38,-8.326672684688674e-17,0.0,True,False,False
89,shorter_high_confidence,11.0,capacity_mean_plus_2std,prc_peak_sensitive,valley_filling,-19.435999946090433,0,-9.71445146547012e-17,0.0,True,False,True
90,shorter_high_confidence,11.0,capacity_mean_plus_2std,upper_bound,peak_sensitive,0.0,0,0.0,0.0,True,False,False
90,shorter_high_confidence,11.0,capacity_mean_plus_2std,upper_bound,point_forecast,0.0,0,0.0,0.0,True,False,False
90,shorter_high_confidence,11.0,capacity_mean_plus_2std,upper_bound,uncontrolled,47.31673895552785,-38,-8.326672684688674e-17,0.0,True,False,False
90,shorter_high_confidence,11.0,capacity_mean_plus_2std,upper_bound,valley_filling,-19.435999946090433,0,-9.71445146547012e-17,0.0,True,False,True
91,full_available_forecast,6.6,capacity_p90,eahpa_point,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,False,False,False
91,full_available_forecast,6.6,capacity_p90,eahpa_point,point_forecast,0.0,0,1.3877787807814457e-17,0.0,False,False,False
91,full_available_forecast,6.6,capacity_p90,eahpa_point,uncontrolled,47.560768425062626,-209,-1.3877787807814457e-17,0.0,False,False,False
91,full_available_forecast,6.6,capacity_p90,eahpa_point,valley_filling,-3.7557360025962083,51,-9.020562075079397e-17,0.0,False,False,False
92,full_available_forecast,6.6,capacity_p90,prc_peak_sensitive,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,False,False,False
92,full_available_forecast,6.6,capacity_p90,prc_peak_sensitive,point_forecast,0.0,0,1.3877787807814457e-17,0.0,False,False,False
92,full_available_forecast,6.6,capacity_p90,prc_peak_sensitive,uncontrolled,47.560768425062626,-209,-1.3877787807814457e-17,0.0,False,False,False
92,full_available_forecast,6.6,capacity_p90,prc_peak_sensitive,valley_filling,-3.7557360025962083,51,-9.020562075079397e-17,0.0,False,False,False
93,full_available_forecast,6.6,capacity_p90,upper_bound,peak_sensitive,0.0,0,1.3877787807814457e-17,0.0,False,False,False
93,full_available_forecast,6.6,capacity_p90,upper_bound,point_forecast,0.0,0,1.3877787807814457e-17,0.0,False,False,False
93,full_available_forecast,6.6,capacity_p90,upper_bound,uncontrolled,47.560768425062626,-209,-1.3877787807814457e-17,0.0,False,False,False
93,full_available_forecast,6.6,capacity_p90,upper_bound,valley_filling,-3.7557360025962083,51,-9.020562075079397e-17,0.0,False,False,False
94,full_available_forecast,6.6,capacity_p95,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,False,False,False
94,full_available_forecast,6.6,capacity_p95,eahpa_point,point_forecast,0.0,0,0.0,0.0,False,False,False
94,full_available_forecast,6.6,capacity_p95,eahpa_point,uncontrolled,41.83989823386171,-164,6.938893903907228e-18,0.0,False,False,False
94,full_available_forecast,6.6,capacity_p95,eahpa_point,valley_filling,-9.476606193797124,5,-8.326672684688674e-17,0.0,False,False,False
95,full_available_forecast,6.6,capacity_p95,prc_peak_sensitive,peak_sensitive,0.0,0,0.0,0.0,False,False,False
95,full_available_forecast,6.6,capacity_p95,prc_peak_sensitive,point_forecast,0.0,0,0.0,0.0,False,False,False
95,full_available_forecast,6.6,capacity_p95,prc_peak_sensitive,uncontrolled,41.83989823386171,-164,6.938893903907228e-18,0.0,False,False,False
95,full_available_forecast,6.6,capacity_p95,prc_peak_sensitive,valley_filling,-9.476606193797124,5,-8.326672684688674e-17,0.0,False,False,False
96,full_available_forecast,6.6,capacity_p95,upper_bound,peak_sensitive,0.0,0,0.0,0.0,False,False,False
96,full_available_forecast,6.6,capacity_p95,upper_bound,point_forecast,0.0,0,0.0,0.0,False,False,False
96,full_available_forecast,6.6,capacity_p95,upper_bound,uncontrolled,41.83989823386171,-164,6.938893903907228e-18,0.0,False,False,False
96,full_available_forecast,6.6,capacity_p95,upper_bound,valley_filling,-9.476606193797124,5,-8.326672684688674e-17,0.0,False,False,False
97,full_available_forecast,6.6,capacity_p95_plus_10percent,eahpa_point,peak_sensitive,0.0,0,0.0,0.0,False,False,False
97,full_available_forecast,6.6,capacity_p95_plus_10percent,eahpa_point,point_forecast,0.0,0,0.0,0.0,False,False,False
97,full_available_forecast,6.6,capacity_p95_plus_10percent,eahpa_point,uncontrolled,41.61435704911904,-132,0.0,0.0,False,False,False
