site_id,start_time,end_time,total_hours,observed_hours,missing_hours,missing_hours_percentage,mean_load_kw,median_load_kw,std_load_kw,min_load_kw,max_load_kw,total_energy_kwh,zero_load_hours,nonzero_load_hours
Arroyo_Garage_01,2020-06-18 00:00:00+00:00,2020-12-03 05:00:00+00:00,4038,2409,1629,40.3418,23.45718014944864,0.0,36.23839810540594,0.0,177.4121786309578,94720.09344347361,2020,2018
California_Garage_01,2018-05-10 04:00:00+00:00,2020-12-03 03:00:00+00:00,22512,16735,5777,25.6619,14.209906550739953,4.264795946424549,21.366315284506744,0.0,233.57571077080087,319893.41627025785,8879,13633
California_Garage_02,2018-11-26 01:00:00+00:00,2020-12-03 01:00:00+00:00,17713,15035,2678,15.1188,13.632450776374686,6.48888797979798,18.525383645261172,0.0,206.32919292080408,241471.60060192482,6005,11708
N_Wilson_Garage_01,2019-12-03 19:00:00+00:00,2020-12-05 02:00:00+00:00,8816,7602,1214,13.7704,15.572227697669822,3.3752342642357993,39.05196432592444,0.0,1606.9177187074972,137284.75938265715,3438,5378
Parking_Lot_01,2019-03-25 16:00:00+00:00,2020-12-02 00:00:00+00:00,14817,4410,10407,70.2369,1.752055182894431,0.0,4.286696179339243,0.0,41.00999096223008,25960.201644946785,11008,3809
S_Wilson_Garage_01,2019-03-30 14:00:00+00:00,2020-12-02 23:00:00+00:00,14722,8761,5961,40.4904,2.6373112490895876,0.0,4.32495447359627,0.0,24.655110361327583,38826.496209096906,8607,6115
