empirical_coverage,coverage_gap,average_interval_width,median_interval_width,normalized_average_width_by_mean_load,lower_violation_rate,upper_violation_rate,winkler_score,interval_score,peak_coverage,high_peak_coverage,peak_average_interval_width,high_peak_average_interval_width,peak_upper_violation_rate,high_peak_upper_violation_rate,point_underestimation_rate,upper_bound_underestimation_rate,underestimation_risk_reduction,row_count,acceptable,selected_forecast_track,selected_method,selected_nominal_coverage,reason_selected
0.8681726502622024,-0.0318273497377976,19.6965439716939,11.411506586155207,2.7791918513605403,8.003227107704719,5.17950786607503,41.97246484758345,41.97246484758345,0.7829341317365269,0.7624113475177307,57.933886213113325,66.18439334476085,21.706586826347305,23.75886524822695,18.90278338039532,5.17950786607503,13.723275514320289,12395,False,main_point_forecast_kw,site_risk_asymmetric,0.9,fallback to best 90% E-AHPA interval by upper-bound underestimation and width
