strategy,session_id,site_id,original_site_id,arrival_time,departure_time,energy_requested_kwh,energy_delivered_kwh,unserved_energy_kwh,fully_served,max_charging_power_kw,first_charge_hour,last_charge_hour,average_delay_hours,scenario_mode
uncontrolled,2_39_123_23_2018-07-01 03:42:36.772878,California_Garage_01,2,2020-09-20 01:42:37+00:00,2020-09-20 02:22:48+00:00,4.51,4.420166666666667,0.08983333333333299,False,6.6,2020-09-20 01:00:00+00:00,2020-09-20 02:00:00+00:00,-0.14287835844969812,calendar_aligned_forecast_horizon
uncontrolled,2_39_125_21_2018-07-01 14:41:36.676745,California_Garage_01,2,2020-09-20 12:41:37+00:00,2020-09-20 13:39:32+00:00,6.529,6.370833333333334,0.15816666666666634,False,6.6,2020-09-20 12:00:00+00:00,2020-09-20 13:00:00+00:00,-0.011021183053557149,calendar_aligned_forecast_horizon
uncontrolled,2_39_79_376_2018-07-01 17:54:46.804794,California_Garage_01,2,2020-09-20 15:54:47+00:00,2020-09-20 17:53:51+00:00,13.811,13.097333333333331,0.7136666666666684,False,6.6,2020-09-20 15:00:00+00:00,2020-09-20 17:00:00+00:00,0.4953990917008835,calendar_aligned_forecast_horizon
uncontrolled,2_39_79_376_2018-07-01 20:35:10.129508,California_Garage_01,2,2020-09-20 18:35:10+00:00,2020-09-20 19:49:30+00:00,8.32,8.176666666666666,0.14333333333333442,False,6.6,2020-09-20 18:00:00+00:00,2020-09-20 19:00:00+00:00,0.07980817140009962,calendar_aligned_forecast_horizon
uncontrolled,2_39_95_27_2018-07-03 01:37:48.503221,California_Garage_01,2,2020-09-21 23:37:48+00:00,2020-09-22 00:42:30+00:00,7.367,7.116999999999999,0.2500000000000009,False,6.6,2020-09-21 23:00:00+00:00,2020-09-22 00:00:00+00:00,0.026877897990726426,calendar_aligned_forecast_horizon
uncontrolled,2_39_78_366_2018-07-03 02:43:46.353151,California_Garage_01,2,2020-09-22 00:43:46+00:00,2020-09-22 02:57:49+00:00,14.959,14.745499999999998,0.21350000000000158,False,6.6,2020-09-22 00:00:00+00:00,2020-09-22 02:00:00+00:00,0.5807631895229807,calendar_aligned_forecast_horizon
uncontrolled,2_39_131_30_2018-07-04 19:11:00.774795,California_Garage_01,2,2020-09-23 17:11:01+00:00,2020-09-23 18:25:45+00:00,8.32,8.220666666666666,0.09933333333333394,False,6.6,2020-09-23 17:00:00+00:00,2020-09-23 18:00:00+00:00,0.16094731886212704,calendar_aligned_forecast_horizon
uncontrolled,2_39_79_382_2018-07-06 03:47:31.854194,California_Garage_01,2,2020-09-25 01:47:32+00:00,2020-09-25 03:10:49+00:00,9.246,9.161166666666666,0.08483333333333398,False,6.6,2020-09-25 01:00:00+00:00,2020-09-25 03:00:00+00:00,0.1879658906454984,calendar_aligned_forecast_horizon
uncontrolled,2_39_78_367_2018-07-08 01:13:25.415736,California_Garage_01,2,2020-09-26 23:13:25+00:00,2020-09-27 02:04:31+00:00,19.121,18.820999999999998,0.3000000000000007,False,6.6,2020-09-26 23:00:00+00:00,2020-09-27 02:00:00+00:00,0.9075987077082929,calendar_aligned_forecast_horizon
uncontrolled,2_39_125_21_2018-07-08 15:33:48.292071,California_Garage_01,2,2020-09-27 13:33:48+00:00,2020-09-27 14:38:25+00:00,7.168,7.107833333333333,0.06016666666666737,False,6.6,2020-09-27 13:00:00+00:00,2020-09-27 14:00:00+00:00,0.031198521193362555,calendar_aligned_forecast_horizon
uncontrolled,2_39_128_18_2018-07-12 12:54:06.090544,California_Garage_01,2,2020-10-01 10:54:06+00:00,2020-10-01 11:29:02+00:00,3.971,3.8426666666666662,0.12833333333333385,False,6.6,2020-10-01 10:00:00+00:00,2020-10-01 11:00:00+00:00,-0.07055979643765904,calendar_aligned_forecast_horizon
uncontrolled,2_39_89_25_2018-07-14 23:18:07.579910,California_Garage_01,2,2020-10-03 21:18:08+00:00,2020-10-04 01:29:17+00:00,27.86,27.626499999999997,0.23350000000000293,False,6.6,2020-10-03 21:00:00+00:00,2020-10-04 01:00:00+00:00,1.5975720574247352,calendar_aligned_forecast_horizon
uncontrolled,2_39_79_381_2018-07-15 03:02:03.139252,California_Garage_01,2,2020-10-04 01:02:03+00:00,2020-10-04 01:56:26+00:00,6.124,5.982166666666666,0.14183333333333348,False,6.6,2020-10-04 01:00:00+00:00,2020-10-04 01:00:00+00:00,-0.034166666666666665,calendar_aligned_forecast_horizon
uncontrolled,2_39_92_436_2018-07-15 17:45:58.065452,California_Garage_01,2,2020-10-04 15:45:58+00:00,2020-10-04 16:52:45+00:00,7.418,7.346166666666666,0.07183333333333408,False,6.6,2020-10-04 15:00:00+00:00,2020-10-04 16:00:00+00:00,0.023756620358816503,calendar_aligned_forecast_horizon
uncontrolled,2_39_89_25_2018-07-15 17:17:05.244893,California_Garage_01,2,2020-10-04 15:17:05+00:00,2020-10-04 17:34:06+00:00,15.33,15.071833333333332,0.25816666666666777,False,6.6,2020-10-04 15:00:00+00:00,2020-10-04 17:00:00+00:00,0.6509303747854411,calendar_aligned_forecast_horizon
uncontrolled,2_39_88_24_2018-07-15 20:57:15.105161,California_Garage_01,2,2020-10-04 18:57:15+00:00,2020-10-04 20:10:25+00:00,8.155,8.048333333333334,0.10666666666666558,False,6.6,2020-10-04 18:00:00+00:00,2020-10-04 20:00:00+00:00,0.15061693242217158,calendar_aligned_forecast_horizon
uncontrolled,2_39_88_24_2018-07-16 18:50:41.478130,California_Garage_01,2,2020-10-05 16:50:41+00:00,2020-10-05 17:34:18+00:00,4.918,4.797833333333333,0.12016666666666698,False,6.6,2020-10-05 16:00:00+00:00,2020-10-05 17:00:00+00:00,-0.05832558485118669,calendar_aligned_forecast_horizon
uncontrolled,2_39_95_444_2018-07-17 22:57:58.570457,California_Garage_01,2,2020-10-06 20:57:59+00:00,2020-10-06 22:53:58+00:00,12.879,12.758166666666668,0.1208333333333318,False,6.6,2020-10-06 20:00:00+00:00,2020-10-06 22:00:00+00:00,0.48152029346489755,calendar_aligned_forecast_horizon
