strategy,strategy_label,total_energy_requested_kwh,total_energy_delivered_kwh,unserved_energy_kwh,unserved_energy_percent,sessions_total,sessions_fully_served_percent,peak_load_kw,mean_load_kw,load_std_kw,load_variance,load_factor,ramp_rate_mean,ramp_rate_max,capacity_violation_hours,capacity_violation_percent,max_capacity_violation_kw,average_delay_hours,charging_completion_rate,peak_reduction_kw_vs_uncontrolled,peak_reduction_percent_vs_uncontrolled
peak_sensitive,Peak-sensitive scheduling,79676.49483542707,79644.65950209375,31.835333333334237,0.039955740270817094,9110,98.81448957189902,129.60282362617195,32.71063291177235,27.53650397107437,758.2590509489945,0.2523913599762558,13.478789406797755,112.21842513944819,5,0.04033884630899556,17.384398486723782,2.534947109386671,98.81448957189902,93.23520397444125,41.83989823386172
point_forecast,Forecast-informed point scheduling,79676.49483542707,79644.65950209375,31.835333333334237,0.039955740270817094,9110,98.81448957189902,129.60282362617195,32.71063291177235,27.53650397107437,758.2590509489945,0.2523913599762558,13.478789406797755,112.21842513944819,5,0.04033884630899556,17.384398486723782,2.534947109386671,98.81448957189902,93.23520397444125,41.83989823386172
uncertainty_aware,Uncertainty-aware upper-bound scheduling,79676.49483542707,79644.65950209375,31.83533333333423,0.03995574027081708,9110,98.81448957189902,129.60282362617195,32.714991796915896,27.52129543328854,757.4217023263486,0.2524249926165146,13.482183546797131,112.21842513944819,5,0.04033884630899556,17.384398486723782,2.5305968698115535,98.81448957189902,93.23520397444125,41.83989823386172
uncontrolled,Uncontrolled baseline,79676.49483542707,79644.65950209375,31.835333333334248,0.0399557402708171,9110,98.81448957189902,222.8380276006132,32.75298704596559,34.10058079119665,1162.84961029693,0.1469811387160001,14.23444021464676,141.67500542223445,169,1.36345300524405,110.61960246116503,0.16378837130530452,98.81448957189902,0.0,0.0
valley_filling,Deadline-aware valley filling,79676.49483542707,79644.65950209375,31.835333333334308,0.03995574027081718,9110,98.81448957189902,108.4853413004369,33.671344889167514,20.956249584943855,439.16439666645954,0.31037690885738045,5.5136296432545375,73.34413281249999,0,0.0,0.0,2.859439512533742,98.81448957189902,114.3526863001763,51.316504427658835
