original_row_index,_id,clusterID,arrival_time,departure_time,done_time,energy_kwh,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,hour,session_duration_hours,parking_duration_hours,minutes_available_from_times,charging_completion_duration_hours,average_power_kw,requested_energy_kwh,is_zero_energy,has_requested_energy,has_minutes_available,done_after_departure,requested_departure_after_departure,removal_reason
12515,5c2e872df9af8b13dab0766e,39,2018-11-09 10:33:02,2018-11-19 15:49:11,2018-11-13 18:58:44,1.479,2_39_127_19_2018-11-09 10:33:02.342605,2,CA-309,2-39-127-19,America/Los_Angeles,,,,,,,,,,2018-11-09 10:00:00,245.26916666666668,245.26916666666668,14716.150000000001,104.42833333333333,0.006030109777353452,,False,False,False,False,False,session_duration_over_7_days
